,RF00005,RF01960,RF02541,RF01852,RF02796,RF00017,RF00167,RF01854,RF02543,RF00002,RF00168,RF00020,RF00001,RF00026,RF00004,RF00037,RF01750,RF00177,RF00023,RF02540,RF00458,RF01846,RF01734,RF00059,RF01051,RF00011,RF02545,RF00162,RF00100,RF01831,RF00505,RF01725,RF02546,RF00164,RF01786,RF00015,RF01510,RF00032,RF00010,RF00029,RF02680,RF00009,RF00050,RF02553,RF01357,RF01807,RF00379,RF01689,RF00233,RF00390,RF01763,RF00169,RF00008,RF00442,RF00061,RF02012,RF02683,RF02519,RF00382,RF01739,RF00504,RF00488,RF01857,RF00250,RF00080,RF00028,RF02001,RF01998,RF02348,RF00234,RF00013,RF01826,RF02253,RF00174,RF00380
570,1wz2_1_C_1-85,,4lel_1_YA_1-2913,,,,,,,,,,4v7p_1_CB_3-119,,,,,6c5l_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,4qei_1_C_1-69,,5d8b_1_ZC_1-2890,,,,,,,,,,4xej_1_A5S_3-119,,,,,4v8b_1_CA_5-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,5j7l_1_AA_1-74,,4v7z_1_BA_1-2784,,,,,,,,,,4lel_1_RB_3-119,,,,,4v95_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,4ybb_1_AA_1-74,,5d8b_1_VC_1-2890,,,,,,,,,,4v67_1_DB_5-121,,,,,4v9s_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,5j8a_1_AA_1-74,,4lel_1_RA_1-2913,,,,,,,,,,6n1d_1_A5S_3-121,,,,,4wu1_1_13_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,5jc9_1_AA_1-74,,4v7z_1_DA_1-2784,,,,,,,,,,4v7w_1_DB_3-119,,,,,1vy5_1_AA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,4woi_1_DA_1-74,,4v8j_1_DA_1-2913,,,,,,,,,,4v8j_1_DB_3-119,,,,,4wu1_1_1G_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,4woi_1_AA_1-74,,4v8j_1_BA_1-2913,,,,,,,,,,4w29_1_BB_3-119,,,,,4wr6_1_1G_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,5it8_1_AA_1-74,,4v5g_1_DA_1-2913,,,,,,,,,,4v7m_1_DB_3-119,,,,,4v7j_1_Aa_5-1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,4v9p_1_FA_1-74,,4v5g_1_BA_1-2913,,,,,,,,,,4v7x_1_DB_3-119,,,,,4yzv_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,4v9o_1_BA_1-74,,4v4j_1_w_1-2889,,,,,,,,,,4v5a_1_BB_3-119,,,,,4v9s_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,5j7l_1_BA_1-74,,4w29_1_BA_1-2879,,,,,,,,,,4w29_1_DB_3-119,,,,,6dti_1_A_1-1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,4v9p_1_HA_1-74,,4v5a_1_DA_1-2779,,,,,,,,,,4v4i_1_x_4-120,,,,,4wqu_1_BA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,4v9p_1_DA_1-74,,4v5a_1_BA_1-2779,,,,,,,,,,4v7z_1_BB_3-119,,,,,4v7j_1_Ba_5-1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,4v9p_1_BA_1-74,,4w29_1_DA_1-2879,,,,,,,,,,4v5a_1_DB_3-119,,,,,4zer_1_1a_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,5j8a_1_BA_1-74,,4v4i_1_w_1-2889,,,,,,,,,,4v8o_1_BB_5-121,,,,,4v9r_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,4v9o_1_FA_1-74,,4v8o_1_BA_1-2913,,,,,,,,,,4v7z_1_DB_3-119,,,,,4zer_1_2a_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,5j91_1_AA_1-74,,6gsj_1_1H_1-2914,,,,,,,,,,6gsj_1_16_5-121,,,,,4wt1_1_1G_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,6i7v_1_AA_1-74,,6gsj_1_14_1-2914,,,,,,,,,,6gsj_1_1J_5-121,,,,,5wit_1_2a_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,4v6c_1_AA_1-74,,4v6a_1_BA_1-2912,,,,,,,,,,4v6a_1_BB_3-119,,,,,4v9r_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,5jc9_1_BA_1-74,,4v8x_1_DA_1-2848,,,,,,,,,,4v8u_1_BB_5-121,,,,,5el5_1_1G_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,4v52_1_CA_1-74,,4v8n_1_BA_1-2913,,,,,,,,,,4v6a_1_DB_3-119,,,,,6nd6_1_1a_1-1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,4v9o_1_DA_1-74,,4v8x_1_BA_1-2848,,,,,,,,,,4v8x_1_BB_3-119,,,,,4w2f_1_CA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,4v7t_1_AA_1-74,,4v9n_1_DA_1-2879,,,,,,,,,,4v8u_1_DB_5-121,,,,,6uo1_1_1a_1-1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,4v57_1_CA_1-74,,4v6a_1_DA_1-2912,,,,,,,,,,4v9j_1_BB_3-119,,,,,4wzo_1_1G_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,4www_1_QA_1-74,,4v8n_1_DA_1-2913,,,,,,,,,,4v8n_1_BB_5-121,,,,,1hnw_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,4v52_1_AA_1-74,,4v9n_1_BA_1-2879,,,,,,,,,,4v9j_1_DB_3-119,,,,,4ypb_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,4v57_1_AA_1-74,,4v8u_1_BA_1-2913,,,,,,,,,,4v9n_1_DB_3-119,,,,,4v5j_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,4u27_1_AA_1-74,,4v8u_1_DA_1-2913,,,,,,,,,,4v9n_1_BB_3-119,,,,,4wzo_1_13_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,5j88_1_AA_1-74,,4v9j_1_BA_1-2879,,,,,,,,,,4v8x_1_DB_3-119,,,,,4y4p_1_2a_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,4v7v_1_AA_1-74,,4v9j_1_DA_1-2879,,,,,,,,,,4v8n_1_DB_5-121,,,,,4v5q_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,4v54_1_CA_1-74,,6gsl_1_1H_1-2914,,,,,,,,,,6gsl_1_16_5-121,,,,,4v5p_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,4wf1_1_AA_1-74,,6gsl_1_14_1-2914,,,,,,,,,,6gsl_1_1J_5-121,,,,,4v5s_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,4ybb_1_BA_1-74,,6bok_1_B_1-2880,,,,,,,,,,6bok_1_C_3-119,,,,,1vy7_1_AA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,4u1u_1_AA_1-74,,6bok_1_EB_1-2880,,,,,,,,,,6bok_1_FB_3-119,,,,,6uo1_1_2a_1-1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,4v64_1_CA_1-74,,6boh_1_GB_1-2880,,,,,,,,,,6boh_1_HB_3-119,,,,,4zsn_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,4u26_1_AA_1-74,,6boh_1_B_1-2880,,,,,,,,,,6boh_1_C_3-119,,,,,4ypb_1_QA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,4v53_1_CA_1-74,,5vpp_1_YA_1-2912,,,,,,,,,,5vpp_1_YB_3-119,,,,,4v5l_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,4v9d_1_AA_1-74,,5vpp_1_RA_1-2912,,,,,,,,,,5vpp_1_RB_3-119,,,,,4yzv_1_QA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,6i7v_1_BA_1-74,,5j3c_1_YA_1-2912,,,,,,,,,,6otr_1_YB_3-121,,,,,4wqf_1_BA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,4u24_1_AA_1-74,,6otr_1_RA_1-2912,,,,,,,,,,5j3c_1_RB_3-119,,,,,1vy6_1_AA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,4v7s_1_AA_1-74,,5j3c_1_RA_1-2912,,,,,,,,,,6otr_1_RB_3-121,,,,,4v5c_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,4u25_1_AA_1-74,,6otr_1_YA_1-2912,,,,,,,,,,5j3c_1_YB_3-119,,,,,4v5p_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,5it8_1_BA_1-74,,6bz6_1_RA_1-2912,,,,,,,,,,5j30_1_RB_3-119,,,,,4v5j_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,4v56_1_CA_1-74,,6bz6_1_YA_1-2912,,,,,,,,,,6bz6_1_RB_3-119,,,,,3oto_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,4v9d_1_BA_1-74,,5j30_1_RA_1-2912,,,,,,,,,,6bz6_1_YB_3-119,,,,,5ndj_1_1G_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,4v54_1_AA_1-74,,5j30_1_YA_1-2912,,,,,,,,,,6oxa_1_YB_3-121,,,,,4wro_1_13_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,4u27_1_CA_1-74,,6gzq_1_A1_1-2912,,,,,,,,,,6gzq_1_B1_5-121,,,,,1xnr_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,4v64_1_AA_1-74,,6oxa_1_RA_1-2912,,,,,,,,,,6oxa_1_RB_3-121,,,,,4v5s_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,4v53_1_AA_1-74,,6oxa_1_YA_1-2912,,,,,,,,,,5j30_1_YB_3-119,,,,,4v6f_1_CA_1-1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,4v56_1_AA_1-74,,2jl6_1_A_1-2912,,,,,,,,,,2jl8_1_B_3-121,,,,,4zsn_1_QA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,4v7u_1_AA_1-74,,2jl8_1_A_1-2912,,,,,,,,,,2jl6_1_B_3-121,,,,,6nd6_1_2a_1-1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,4v55_1_CA_1-74,,6oxi_1_RA_1-2912,,,,,,,,,,5uq8_1_B_3-119,,,,,5ndj_1_13_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,4v50_1_CA_1-74,,6oxi_1_YA_1-2912,,,,,,,,,,6oxi_1_YB_3-121,,,,,4l47_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,4v9o_1_HA_1-74,,5uq8_1_A_1-2912,,,,,,,,,,6oxi_1_RB_3-121,,,,,5v8i_1_1a_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,4www_1_XA_1-74,,6buw_1_YA_1-2912,,,,,,,,,,5zlu_1_X_5-121,,,,,1xmq_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,4v4q_1_CA_1-74,,6buw_1_RA_1-2912,,,,,,,,,,6buw_1_RB_3-119,,,,,1vy5_1_CA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,4u20_1_AA_1-74,,6ndk_1_RA_1-2912,,,,,,,,,,6buw_1_YB_3-119,,,,,4v6f_1_BA_1-1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,4v55_1_AA_1-74,,6ndk_1_YA_1-2912,,,,,,,,,,6ndk_1_YB_3-121,,,,,4v51_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,4u1u_1_CA_1-74,,6bz7_1_RA_1-2912,,,,,,,,,,6bz7_1_RB_3-119,,,,,4v7m_1_CA_1-1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,4v50_1_AA_1-74,,6bz8_1_RA_1-2912,,,,,,,,,,6ndk_1_RB_3-121,,,,,4l47_1_QA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,4u1v_1_AA_1-74,,6bz8_1_YA_1-2912,,,,,,,,,,5uq7_1_B_3-119,,,,,4v8c_1_DA_5-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,4u25_1_CA_1-74,,6bz7_1_YA_1-2912,,,,,,,,,,6bz7_1_YB_3-119,,,,,1hr0_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,4v6c_1_CA_1-74,,5ot7_1_4_1-2901,,,,,,,,,,6bz8_1_YB_3-119,,,,,4v5q_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,6by1_1_AA_1-74,,6q95_1_1_1-2912,,,,,,,,,,6bz8_1_RB_3-119,,,,,1vy6_1_CA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,5j88_1_BA_1-74,,5uq7_1_A_1-2912,,,,,,,,,,6q95_1_3_3-121,,,,,1ibm_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,4v4q_1_AA_1-74,,5zlu_1_V_1-2875,,,,,,,,,,5ot7_1_5_3-119,,,,,4wqf_1_DA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,6by1_1_BA_1-74,,5imq_1_D_1-2891,,,,,,,,,,5imq_1_E_5-121,,,,,4v8c_1_CA_5-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,4u26_1_CA_1-74,,6eri_1_AA_1-2810,,,,,,,,,,6eri_1_Ax_2-118,,,,,4tua_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,4v85_1_AA_1-74,,5mmi_1_A_1-2810,,,,,,,,,,5mmi_1_B_4-120,,,,,4v8q_1_BA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,5j91_1_BA_1-74,,5x8t_1_A_1-2810,,,,,,,,,,5mmm_1_B_4-120,,,,,6cao_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,4v7t_1_CA_1-74,,5mmm_1_A_1-2810,,,,,,,,,,5x8t_1_B_4-120,,,,,6gsk_1_1G_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,4wf1_1_CA_1-74,,5x8p_1_A_1-2810,,,,,,,,,,5x8p_1_B_4-120,,,,,4v5d_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,4u24_1_CA_1-74,,5mlc_1_A_1-2811,,,,,,,,,,5mlc_1_B_4-120,,,,,1hnz_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,4u1v_1_CA_1-74,,5h1s_1_A_1-2810,,,,,,,,,,5h1s_1_B_4-120,,,,,4tud_1_QA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,4v6d_1_AA_1-74,,5ool_1_A_1-1454,,,,,,,,,,4wf9_1_Y_1-114,,,,,4v7k_1_Ba_5-1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,4u20_1_CA_1-74,,3j9m_1_A_1-1454,,,,,,,,,,5hkv_1_Y_1-114,,,,,6gsk_1_13_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,4v89_1_AA_1-74,,5oom_1_A_1-1454,,,,,,,,,,4wfa_1_Y_1-114,,,,,4tua_1_QA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,4v7s_1_CA_1-74,,3j7y_1_A_1-1454,,,,,,,,,,5hl7_1_Y_1-114,,,,,4wqu_1_DA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,4v6d_1_CA_1-74,,6nu2_1_A_1-1454,,,,,,,,,,4wce_1_Y_1-114,,,,,4v51_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,4v7v_1_CA_1-74,,5v7q_1_A_1-3138,,,,,,,,,,4wfb_1_Y_1-114,,,,,4v9a_1_AA_5-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,4v6e_1_AA_1-74,,5v93_1_A_1-3138,,,,,,,,,,5nrg_1_Y_1-114,,,,,6cas_1_A_1-1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,4v9c_1_CA_1-74,,6ha1_1_A_1-2928,,,,,,,,,,6s0z_1_B_1-115,,,,,6car_1_A_1-1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,4v9c_1_AA_1-74,,6ha8_1_A_1-2928,,,,,,,,,,6s0x_1_B_1-115,,,,,1vy7_1_CA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,4v7u_1_CA_1-74,,5njt_1_U_1-2923,,,,,,,,,,6hma_1_B_1-115,,,,,4v7k_1_Aa_5-1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,4v6e_1_CA_1-74,,3j9w_1_BA_1-2928,,,,,,,,,,5ngm_1_AB_1-115,,,,,4v5k_1_AA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,4v5b_1_BA_1-74,,6ppf_1_A_1-2928,,,,,,,,,,5t7v_1_C_1-114,,,,,4tuc_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,4v5b_1_DA_1-74,,6pvk_1_A_1-2928,,,,,,,,,,6s12_1_B_1-115,,,,,4v5e_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,5j5b_1_AA_1-74,,5mrc_1_A_186-3136,,,,,,,,,,5nd8_1_B_1-114,,,,,2uxb_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,4v4h_1_CA_1-74,,3j6b_1_A_186-3136,,,,,,,,,,5nd9_1_B_1-114,,,,,5v8i_1_2a_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,4v4h_1_AA_1-74,,5mre_1_A_186-3136,,,,,,,,,,5li0_1_B_1-114,,,,,4wqy_1_BA_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,5j5b_1_BA_1-74,,,,,,,,,,,,5tcu_1_C_1-114,,,,,4p6f_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,6tc3_1_16S1_1-74,,,,,,,,,,,,6s13_1_B_1-115,,,,,4tud_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,6tbv_1_16S1_1-74,,,,,,,,,,,,4v8p_1_C3_1-119,,,,,4v5c_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,5afi_1_a_1-74,,,,,,,,,,,,4v8p_1_E3_1-119,,,,,4wro_1_1G_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,5nwy_1_0_1-74,,,,,,,,,,,,4v8p_1_B3_1-119,,,,,4tue_1_QA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,3r8o_1_A_1-74,,,,,,,,,,,,4v8p_1_G3_1-119,,,,,4v87_1_BA_5-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,3r8n_1_A_1-74,,,,,,,,,,,,5xy3_1_3_2-118,,,,,4v8e_1_DA_5-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,6h4n_1_a_1-74,,,,,,,,,,,,5xxb_1_3_1-122,,,,,1ibk_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,6ore_1_2_1-74,,,,,,,,,,,,5tbw_1_AS_1-121,,,,,4v5d_1_CA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,5h5u_1_h_1-74,,,,,,,,,,,,5tbw_1_3_1-121,,,,,4tue_1_XA_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,5wdt_1_a_1-74,,,,,,,,,,,,4v88_1_A3_1-121,,,,,1n32_1_A_2-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,5wfs_1_a_1-74,,,,,,,,,,,,4v88_1_A7_1-121,,,,,3t1h_1_A_1-1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,6szs_1_a_1-74,,,,,,,,,,,,5i4l_1_7_1-121,,,,,3t1y_1_A_1-1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,5mdv_1_2_1-74,,,,,,,,,,,,6hhq_1_AS_1-121,,,,,4v87_1_CA_5-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,5mgp_1_a_1-74,,,,,,,,,,,,5mei_1_AS_1-121,,,,,4v8e_1_BA_5-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,6enu_1_a_1-74,,,,,,,,,,,,5mei_1_3_1-121,,,,,5f8k_1_1a_1-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
